generation,id,novelty,score,species,parent1,parent2
44,7266,0.5624255069552522,1.958791,7,6754,6754
45,7606,0.5452202710956966,0.571076,12,7353,7353
46,8274,0.5420712579015092,0.911188,3,8109,8109
47,8511,0.5854247608031631,2.110724,7,8306,8310
48,8315,0.5513193141721566,1.440209,7,8174,8184
49,8898,0.5267705806921713,1.776463,7,8315,8707
50,8898,0.5335615166422376,1.776463,7,8315,8707
51,8986,0.5066497087049993,0.598469,6,8832,7792
52,8898,0.5424376420937516,1.776463,7,8315,8707
53,9377,0.5184113754534971,0.667545,12,8952,8959
54,9731,0.570206096068157,1.832567,7,9405,9405
55,9926,0.5284744018811584,0.104609,8,9310,9758
56,10101,0.5166478772710585,0.453956,12,9904,9909
57,10294,0.5969783710569664,1.037136,10,9702,10048
58,10294,0.5518409674415847,1.037136,10,9702,10048
59,10400,0.5422120750311613,0.590936,12,10101,10330
60,10400,0.5670260766816554,0.590936,12,10101,10330
61,10983,0.5941586452969361,1.585955,1,10784,10793
62,10983,0.552842743700729,1.585955,1,10784,10793
63,10983,0.5196127675577324,1.585955,1,10784,10793
