generation,id,novelty,score,species,parent1,parent2
90,16300,0.5294057404831578,1.637452,10,14639,14639
91,16709,0.38612607981100544,1.703415,9,16479,9764
92,16300,0.4725400848200419,1.637452,10,14639,14639
93,16562,0.5256920461169939,1.53953,7,15644,16382
94,16562,0.4727117743410137,1.53953,7,15644,16382
95,17418,0.4428569626401987,1.556113,9,17237,16713
96,17607,0.5039532379284158,1.641188,9,17401,9764
97,17514,0.6218477689475532,1.637831,10,17392,17388
98,17514,0.4644969038794575,1.637831,10,17392,17388
99,18134,0.447205978885434,1.535179,9,9764,9764
100,18337,0.5149924993071711,1.541315,1,18154,18154
101,18502,0.43179173319552533,2.752757,1,18337,18337
102,18586,0.4614946796046065,1.62119,10,18374,18355
103,18899,0.3543651609214664,1.5708,9,18729,18468
104,18962,0.44667068060428455,1.589803,1,18477,18774
105,19147,0.4376686969780603,1.543249,1,18965,18965
106,19341,0.5842332863135518,2.754822,1,19157,19157
107,19341,0.589200690466804,2.754822,1,19157,19157
108,19341,0.5964688848874852,2.754822,1,19157,19157
109,19341,0.5149574123012663,2.754822,1,19157,19157
110,20142,0.4380307604390364,2.744815,1,19941,19925
111,20463,0.462298814297419,1.627242,9,20163,20163
112,20668,0.5585595729732693,1.621112,9,20456,9764
113,20711,0.4829154370299762,1.611267,1,20398,20570
114,20975,0.5402843643188108,1.648747,1,20699,20684
115,21112,0.5759923999872089,2.723995,1,20975,20969
116,21112,0.4929873072374431,2.723995,1,20975,20969
